2632,2886,3835,50,49,80,9706,-1.00,-1.00,0.00,0.00,2575,2828,3747,461,386,0,0,0,0
2663,2917,3859,59,58,87,9794,-1.00,-1.00,0.00,0.00,2578,2831,3751,461,386,0,0,0,0
2665,2931,3869,69,72,97,9822,-1.00,-1.00,0.00,0.00,2581,2834,3755,461,386,0,0,0,0
2662,2938,3876,76,85,106,9835,-1.00,-1.00,0.00,0.00,2584,2838,3759,461,386,0,0,0,0
2663,2942,3878,81,96,113,9842,-1.00,-1.00,0.00,0.00,2586,2841,3763,461,386,0,0,0,0
2664,2944,3880,78,99,114,9845,-1.00,-1.00,0.00,0.00,2589,2845,3767,353,386,0,0,0,0
2672,2945,3881,77,99,114,9863,-1.00,-1.00,0.00,0.00,2592,2848,3770,353,386,0,0,0,0
2677,2948,3881,78,98,111,9879,-1.00,-1.00,0.00,0.00,2594,2851,3774,353,302,8,0,0,0
2684,2957,3886,81,98,109,9898,-1.00,-1.00,49.97,64.20,2597,2855,3778,353,302,8,0,0,0
2690,2965,3892,84,100,109,9919,-1.00,-1.00,49.97,64.20,2601,2859,3782,353,302,8,0,0,0
2697,2973,3897,88,104,109,9944,-1.00,-1.00,49.97,64.20,2604,2862,3785,353,302,8,0,0,0
2712,2992,3912,93,111,113,9994,-1.00,-1.00,49.97,64.20,2607,2867,3790,353,302,8,0,0,0
2719,3002,3918,98,118,117,10017,-1.00,-1.00,49.97,64.20,2611,2871,3794,353,302,8,0,0,0
2723,3008,3922,103,124,120,10035,-1.00,-1.00,49.97,64.20,2615,2876,3798,353,302,8,0,0,0
2729,3014,3928,107,130,123,10056,-1.00,-1.00,49.97,64.20,2619,2880,3803,353,302,8,0,0,0
2733,3019,3930,109,132,124,10067,-1.00,-1.00,49.97,64.20,2622,2885,3807,353,302,8,0,0,0
2687,2962,3884,97,118,111,9906,-1.00,-1.00,49.97,64.20,2625,2888,3809,273,259,8,0,0,0
2659,2919,3851,79,93,90,9785,-1.00,-1.00,49.97,64.20,2626,2889,3811,273,259,8,0,0,0
2633,2889,3829,53,59,64,9700,-1.00,-1.00,49.97,64.20,2626,2889,3811,273,259,8,0,0,0
2626,2879,3822,25,23,35,9673,-1.00,-1.00,49.97,64.20,2626,2888,3812,273,259,8,0,0,0
2628,2881,3823,10,3,19,9678,-1.00,-1.00,49.97,64.20,2626,2888,3812,273,259,8,0,0,0
2644,2904,3842,6,0,17,9737,-1.00,-1.00,49.97,64.20,2627,2889,3813,273,259,8,0,0,0
2660,2916,3853,12,6,22,9779,-1.00,-1.00,49.97,64.20,2628,2890,3814,273,259,8,0,0,0
2667,2930,3862,22,18,31,9811,-1.00,-1.00,49.97,64.20,2629,2891,3816,273,259,8,0,0,0
2663,2940,3872,30,32,42,9829,-1.00,-1.00,49.97,64.20,2630,2892,3818,273,259,8,0,0,0
2664,2945,3876,34,41,48,9840,-1.00,-1.00,49.97,64.20,2631,2894,3820,273,259,8,0,0,0
2667,2947,3878,34,47,53,9849,-1.00,-1.00,49.97,64.20,2632,2896,3822,273,259,8,0,0,0
2671,2948,3879,34,50,55,9857,-1.00,-1.00,49.97,64.20,2634,2898,3824,273,259,8,0,0,0
2676,2949,3878,36,50,55,9870,-1.00,-1.00,49.97,64.20,2635,2899,3825,273,259,8,0,0,0
2681,2954,3880,39,51,54,9886,-1.00,-1.00,49.97,64.20,2637,2901,3827,273,259,16,0,0,0
2688,2962,3885,43,53,54,9906,-1.00,-1.00,21.35,24.76,2638,2903,3829,273,259,16,0,0,0
2701,2978,3898,49,58,57,9951,-1.00,-1.00,21.35,24.76,2640,2906,3832,273,259,16,0,0,0
2708,2988,3905,55,65,61,9974,-1.00,-1.00,21.35,24.76,2643,2909,3834,273,259,16,0,0,0
2715,2996,3911,61,73,66,9998,-1.00,-1.00,21.35,24.76,2645,2911,3837,273,259,16,0,0,0
2721,3004,3916,67,81,72,10018,-1.00,-1.00,21.35,24.76,2648,2915,3839,273,259,16,0,0,0
2722,3009,3920,70,86,75,10035,-1.00,-1.00,21.35,24.76,2650,2918,3842,273,259,16,0,0,0
2702,2981,3898,66,81,70,9957,-1.00,-1.00,21.35,24.76,2652,2920,3844,221,216,30,0,0,0
2668,2936,3864,52,64,57,9829,-1.00,-1.00,9.48,10.68,2652,2920,3844,221,216,30,0,0,0
2641,2897,3834,31,36,35,9723,-1.00,-1.00,9.48,10.68,2652,2920,3844,221,216,30,0,0,0
2624,2875,3818,7,2,9,9664,-1.00,-1.00,9.48,10.68,2651,2918,3843,221,216,30,0,0,0
2619,2869,3815,-13,-24,-10,9647,-1.00,-1.00,9.48,10.68,2650,2916,3842,221,216,30,0,0,0
2628,2881,3827,-22,-36,-19,9683,-1.00,-1.00,9.48,10.68,2649,2915,3842,221,216,30,0,0,0
2639,2894,3839,-22,-36,-17,9720,-1.00,-1.00,9.48,10.68,2649,2915,3842,221,216,30,0,0,0
2652,2910,3851,-14,-26,-9,9764,-1.00,-1.00,9.48,10.68,2649,2914,3842,221,216,30,0,0,0
2666,2920,3858,-3,-13,1,9797,-1.00,-1.00,9.48,10.68,2650,2915,3843,221,216,30,0,0,0
2667,2927,3862,6,-2,10,9811,-1.00,-1.00,9.48,10.68,2650,2915,3843,221,216,30,0,0,0
2665,2932,3867,12,7,16,9819,-1.00,-1.00,9.48,10.68,2651,2916,3844,221,216,30,0,0,0
2665,2933,3868,15,12,20,9821,-1.00,-1.00,9.48,10.68,2651,2916,3845,221,216,30,0,0,0
