2700,3366,4715,12,18,20,10240,-1.00,-1.00,0.00,0.00,2683,3341,4691,470,20,0,55,100,0
2703,3371,4717,15,22,22,10240,-1.00,-1.00,0.00,0.00,2684,3342,4692,470,20,0,55,100,0
2711,3385,4726,19,29,25,10240,-1.00,-1.00,0.00,0.00,2685,3343,4693,470,20,0,55,100,0
2716,3392,4728,23,35,29,10240,-1.00,-1.00,0.00,0.00,2686,3345,4694,470,20,0,55,100,0
2720,3403,4731,27,43,32,10240,-1.00,-1.00,0.00,0.00,2687,3347,4695,470,20,0,55,100,0
2724,3411,4735,31,51,35,10240,-1.00,-1.00,0.00,0.00,2688,3349,4696,470,20,0,55,100,0
2728,3416,4739,34,57,37,10240,-1.00,-1.00,0.00,0.00,2689,3351,4698,470,20,0,55,100,0
2734,3416,4746,37,61,40,10240,-1.00,-1.00,0.00,0.00,2691,3353,4699,470,20,0,55,100,0
2737,3416,4749,40,62,43,10240,-1.00,-1.00,0.00,0.00,2692,3355,4701,470,20,0,56,100,0
2742,3416,4750,43,62,45,10240,-1.00,-1.00,0.00,0.00,2694,3357,4703,470,20,0,56,100,0
2745,3416,4753,46,60,47,10240,-1.00,-1.00,0.00,0.00,2696,3359,4704,470,38,0,56,100,0
2747,3416,4753,48,58,47,10240,-1.00,-1.00,0.00,0.00,2697,3361,4706,470,38,0,56,100,0
2734,3416,4743,45,56,44,10240,-1.00,-1.00,0.00,0.00,2699,3363,4707,369,38,11,56,100,0
2725,3415,4734,40,53,39,10240,-1.00,-1.00,4.84,58.50,2699,3365,4708,369,38,11,56,100,0
2715,3393,4724,31,46,31,10240,-1.00,-1.00,4.84,58.50,2700,3366,4709,369,38,11,56,100,0
2703,3373,4716,19,34,21,10240,-1.00,-1.00,4.84,58.50,2700,3366,4709,369,38,11,56,100,0
2695,3362,4710,9,20,12,10240,-1.00,-1.00,4.84,58.50,2700,3366,4709,369,38,11,56,100,0
2685,3344,4702,0,2,4,10240,-1.00,-1.00,4.84,58.50,2699,3365,4709,369,38,11,56,100,0
2680,3337,4698,-8,-11,-2,10240,-1.00,-1.00,4.84,58.50,2699,3364,4708,369,38,11,56,100,0
2676,3331,4696,-15,-21,-7,10240,-1.00,-1.00,4.84,58.50,2698,3363,4708,369,38,11,56,100,0
2674,3327,4694,-19,-28,-10,10240,-1.00,-1.00,4.84,58.50,2697,3362,4708,369,38,11,56,100,0
2673,3325,4694,-21,-32,-12,10240,-1.00,-1.00,4.84,58.50,2696,3361,4707,369,38,11,56,100,0
2672,3323,4693,-23,-34,-13,10240,-1.00,-1.00,4.84,58.50,2696,3359,4707,369,38,11,56,100,0
2671,3321,4692,-23,-36,-13,10240,-1.00,-1.00,4.84,58.50,2695,3358,4706,369,38,11,56,100,0
2671,3321,4693,-23,-36,-13,10240,-1.00,-1.00,4.84,58.50,2694,3357,4706,369,38,11,56,100,0
2672,3323,4694,-23,-35,-13,10240,-1.00,-1.00,4.84,58.50,2693,3356,4705,369,38,11,56,100,0
2671,3322,4693,-22,-34,-12,10240,-1.00,-1.00,4.84,58.50,2693,3355,4705,369,38,11,56,100,0
2674,3326,4695,-21,-32,-11,10240,-1.00,-1.00,4.84,58.50,2692,3354,4705,369,38,11,56,100,0
2675,3328,4695,-19,-29,-10,10240,-1.00,-1.00,4.84,58.50,2691,3353,4704,369,38,11,56,100,0
2677,3331,4697,-17,-26,-9,10240,-1.00,-1.00,4.84,58.50,2691,3352,4704,369,38,11,56,100,0
2680,3335,4698,-14,-22,-8,10240,-1.00,-1.00,4.84,58.50,2690,3351,4704,369,38,11,56,100,0
2685,3338,4701,-11,-18,-6,10240,-1.00,-1.00,4.84,58.50,2690,3351,4704,369,38,11,56,100,0
